"time","placeholder","Susceptible","Infected-infectious","Recovered"
1529,,98,697,205
1530,,148,741,111
1531,,148,741,111
1532,,148,640,212
1533,,259,569,172
1534,,259,506,235
1535,,259,404,337
1536,,259,346,395
1537,,285,421,294
1538,,356,421,223
1539,,419,421,160
1540,,521,316,163
1541,,579,216,205
1542,,460,335,205
1543,,319,476,205
1544,,205,493,302
1545,,245,514,241
1546,,345,514,141
1547,,345,514,141
1548,,345,514,141
1549,,442,514,44
1550,,486,514,0
1551,,315,685,0
1552,,174,751,75
1553,,174,751,75
1554,,174,751,75
1555,,85,840,75
1556,,85,840,75
1557,,116,765,119
1558,,56,684,260
1559,,56,570,374
1560,,56,505,439
1561,,56,505,439
1562,,150,530,320
1563,,291,530,179
1564,,405,530,65
1565,,335,665,0
1566,,335,494,171
1567,,335,353,312
1568,,335,353,312
1569,,232,456,312
1570,,232,367,401
1571,,403,367,230
1572,,544,323,133
1573,,409,398,193
1574,,409,398,193
1575,,498,398,104
1576,,498,398,104
1577,,542,373,85
1578,,424,551,25
1579,,424,551,25
1580,,424,416,160
1581,,424,416,160
1582,,302,563,135
1583,,302,563,135
1584,,302,460,238
1585,,437,460,103
1586,,437,460,103
1587,,437,460,103
1588,,437,325,238
1589,,433,432,135
1590,,287,578,135
1591,,173,692,135
1592,,173,692,135
1593,,221,601,178
1594,,221,601,178
1595,,136,686,178
1596,,70,752,178
1597,,70,605,325
1598,,248,605,147
1599,,248,605,147
1600,,139,714,147
1601,,139,714,147
1602,,286,714,0
1603,,141,859,0
1604,,63,830,107
1605,,25,722,253
1606,,12,621,367
1607,,12,621,367
1608,,12,534,454
1609,,119,534,347
1610,,265,449,286
1611,,379,383,238
1612,,379,383,238
1613,,466,383,151
1614,,466,383,151
1615,,387,438,175
1616,,453,438,109
1617,,294,597,109
1618,,294,452,254
1619,,294,374,332
1620,,403,336,261
1621,,287,439,274
1622,,181,545,274
1623,,260,611,129
1624,,338,611,51
1625,,376,611,13
1626,,389,611,0
1627,,222,778,0
1628,,222,778,0
1629,,107,893,0
1630,,107,729,164
1631,,107,729,164
1632,,107,570,323
1633,,107,570,323
1634,,107,570,323
1635,,231,610,159
1636,,126,599,275
1637,,285,493,222
1638,,285,427,288
1639,,285,427,288
1640,,285,427,288
1641,,307,521,172
1642,,312,455,233
1643,,276,557,167
1644,,276,442,282
1645,,179,539,282
1646,,106,612,282
1647,,273,612,115
1648,,273,612,115
1649,,388,612,0
1650,,388,572,40
1651,,388,467,145
1652,,388,467,145
1653,,388,467,145
1654,,388,467,145
1655,,428,467,105
1656,,533,373,94
1657,,533,272,195
1658,,533,170,297
1659,,533,170,297
1660,,450,156,394
1661,,544,83,373
1662,,645,83,272
1663,,747,83,170
1664,,698,132,170
1665,,718,209,73
1666,,656,344,0
1667,,656,344,0
1668,,656,344,0
1669,,656,344,0
1670,,656,344,0
1671,,656,344,0
1672,,656,344,0
1673,,465,535,0
1674,,465,535,0
1675,,465,452,83
1676,,465,452,83
1677,,465,452,83
1678,,465,452,83
1679,,465,403,132
1680,,548,326,126
1681,,548,191,261
1682,,463,276,261
1683,,463,276,261
1684,,410,378,212
1685,,371,494,135
1686,,506,494,0
1687,,506,494,0
1688,,320,489,191
1689,,193,616,191
1690,,193,616,191
1691,,193,616,191
1692,,193,616,191
1693,,304,696,0
1694,,304,696,0
1695,,304,696,0
1696,,143,857,0
1697,,143,772,85
1698,,143,772,85
1699,,143,670,187
1700,,143,554,303
1701,,143,554,303
1702,,166,616,218
1703,,166,430,404
1704,,207,364,429
1705,,323,364,313
1706,,236,451,313
1707,,236,451,313
1708,,422,371,207
1709,,414,506,80
1710,,266,654,80
1711,,266,493,241
1712,,166,593,241
1713,,246,593,161
1714,,246,593,161
1715,,246,593,161
1716,,407,593,0
1717,,407,531,62
1718,,407,531,62
1719,,407,470,123
1720,,407,470,123
1721,,407,383,210
1722,,469,383,148
1723,,469,383,148
1724,,530,248,222
1725,,427,203,370
1726,,514,203,283
1727,,514,103,383
1728,,514,103,383
1729,,594,158,248
1730,,742,158,100
1731,,742,158,100
1732,,842,158,0
1733,,842,158,0
1734,,842,158,0
1735,,730,270,0
1736,,582,418,0
1737,,394,606,0
1738,,394,606,0
1739,,394,606,0
1740,,394,503,103
1741,,394,503,103
1742,,394,503,103
1743,,242,655,103
1744,,143,699,158
1745,,246,699,55
1746,,246,699,55
1747,,246,699,55
1748,,246,699,55
1749,,301,699,0
1750,,301,587,112
1751,,163,577,260
1752,,89,463,448
1753,,89,463,448
1754,,89,463,448
1755,,201,463,336
1756,,273,539,188
1757,,461,539,0
1758,,461,387,152
1759,,318,431,251
1760,,318,431,251
1761,,209,540,251
1762,,209,540,251
1763,,361,540,99
1764,,460,540,0
1765,,460,540,0
1766,,460,402,138
1767,,460,328,212
1768,,460,328,212
1769,,460,328,212
1770,,460,328,212
1771,,598,252,150
1772,,672,252,76
1773,,541,383,76
1774,,541,240,219
1775,,541,240,219
1776,,617,131,252
1777,,617,131,252
1778,,617,131,252
1779,,760,131,109
1780,,675,216,109
1781,,784,216,0
1782,,784,216,0
1783,,648,352,0
1784,,648,352,0
1785,,648,352,0
1786,,457,543,0
1787,,457,543,0
1788,,457,412,131
1789,,457,412,131
1790,,457,412,131
1791,,336,533,131
1792,,336,533,131
1793,,345,655,0
1794,,345,655,0
1795,,345,570,85
1796,,345,570,85
1797,,217,698,85
1798,,123,656,221
1799,,123,656,221
1800,,208,656,136
1801,,121,552,327
1802,,121,552,327
1803,,206,603,191
1804,,206,603,191
1805,,206,603,191
1806,,303,576,121
1807,,303,576,121
1808,,303,454,243
1809,,303,454,243
1810,,303,454,243
1811,,424,454,122
1812,,424,326,250
1813,,447,331,222
1814,,447,331,222
1815,,447,331,222
1816,,324,367,309
1817,,452,367,181
1818,,423,439,138
1819,,423,439,138
1820,,423,439,138
1821,,510,345,145
1822,,387,468,145
1823,,438,468,94
1824,,438,468,94
1825,,438,468,94
1826,,386,614,0
1827,,386,614,0
1828,,220,681,99
1829,,220,681,99
1830,,220,681,99
1831,,122,656,222
1832,,72,706,222
1833,,171,583,246
1834,,171,583,246
1835,,92,662,246
1836,,172,705,123
1837,,172,582,246
1838,,295,582,123
1839,,179,698,123
1840,,179,698,123
1841,,179,552,269
1842,,302,552,146
1843,,184,504,312
1844,,184,504,312
1845,,184,504,312
1846,,330,406,264
1847,,330,356,314
1848,,496,356,148
1849,,357,495,148
1850,,357,416,227
1851,,455,373,172
1852,,505,373,122
1853,,505,373,122
1854,,341,421,238
1855,,420,421,159
1856,,463,421,116
1857,,463,421,116
1858,,293,473,234
1859,,409,473,118
1860,,259,623,118
1861,,259,623,118
1862,,259,623,118
1863,,377,623,0
1864,,377,484,139
1865,,377,484,139
1866,,238,623,139
1867,,238,623,139
1868,,238,623,139
1869,,377,459,164
1870,,377,459,164
1871,,377,459,164
1872,,267,569,164
1873,,267,399,334
1874,,431,399,170
1875,,295,385,320
1876,,201,479,320
1877,,201,479,320
1878,,371,479,150
1879,,234,616,150
1880,,384,616,0
1881,,384,477,139
1882,,384,477,139
1883,,384,477,139
1884,,259,602,139
1885,,145,716,139
1886,,284,716,0
1887,,158,732,110
1888,,82,808,110
1889,,49,841,110
1890,,49,705,246
1891,,28,632,340
1892,,138,632,230
1893,,138,632,230
1894,,77,556,367
1895,,213,556,231
1896,,307,556,137
1897,,307,556,137
1898,,307,556,137
1899,,315,560,125
1900,,315,446,239
1901,,315,446,239
1902,,315,320,365
1903,,315,244,441
1904,,373,278,349
1905,,487,278,235
1906,,487,257,256
1907,,613,257,130
1908,,689,257,54
1909,,722,196,82
1910,,722,196,82
1911,,615,324,61
1912,,615,324,61
1913,,615,324,61
1914,,676,195,129
1915,,676,195,129
1916,,537,334,129
1917,,537,334,129
1918,,537,334,129
1919,,666,267,67
1920,,666,267,67
1921,,666,267,67
1922,,498,435,67
1923,,347,586,67
1924,,414,586,0
1925,,246,754,0
1926,,246,626,128
1927,,246,626,128
1928,,246,626,128
1929,,246,626,128
1930,,135,737,128
1931,,263,598,139
1932,,263,598,139
1933,,263,598,139
1934,,157,704,139
1935,,157,704,139
1936,,296,704,0
1937,,161,671,168
1938,,161,520,319
1939,,95,586,319
1940,,95,418,487
1941,,95,418,487
1942,,233,448,319
1943,,384,448,168
1944,,258,574,168
1945,,426,463,111
1946,,279,610,111
1947,,279,610,111
1948,,279,610,111
1949,,157,626,217
1950,,268,626,106
1951,,268,626,106
1952,,145,614,241
1953,,145,614,241
1954,,186,613,201
1955,,186,613,201
1956,,186,613,201
1957,,321,583,96
1958,,173,731,96
1959,,239,605,156
1960,,239,605,156
1961,,239,458,303
1962,,181,546,273
1963,,181,546,273
1964,,307,424,269
1965,,307,424,269
1966,,344,534,122
1967,,344,411,245
1968,,344,411,245
1969,,466,346,188
1970,,325,487,188
1971,,325,487,188
1972,,448,487,65
1973,,448,339,213
1974,,513,339,148
1975,,513,339,148
1976,,513,339,148
1977,,513,251,236
1978,,661,251,88
1979,,548,364,88
1980,,548,364,88
1981,,548,254,198
1982,,636,254,110
1983,,636,254,110
1984,,636,254,110
1985,,636,113,251
1986,,746,113,141
1987,,665,194,141
1988,,571,288,141
1989,,571,288,141
1990,,712,288,0
1991,,712,288,0
1992,,712,288,0
1993,,712,288,0
1994,,712,175,113
1995,,712,175,113
1996,,712,175,113
1997,,712,175,113
1998,,712,175,113
1999,,825,175,0
2000,,707,293,0
2001,,560,440,0
2002,,560,359,81
2003,,402,423,175
2004,,402,423,175
2005,,402,423,175
2006,,402,423,175
2007,,483,423,94
2008,,436,564,0
2009,,284,716,0
2010,,284,716,0
2011,,284,716,0
2012,,284,716,0
2013,,284,716,0
2014,,284,716,0
2015,,134,748,118
2016,,134,601,265
2017,,134,601,265
2018,,134,443,423
2019,,84,493,423
2020,,167,528,305
2021,,314,528,158
2022,,202,640,158
2023,,360,499,141
2024,,360,347,293
2025,,360,347,293
2026,,258,449,293
2027,,258,449,293
2028,,310,538,152
2029,,462,538,0
2030,,264,586,150
2031,,264,586,150
2032,,264,586,150
2033,,264,586,150
2034,,165,635,200
2035,,315,600,85
2036,,315,600,85
2037,,315,488,197
2038,,315,488,197
2039,,365,488,147
2040,,400,488,112
2041,,251,535,214
2042,,363,535,102
2043,,363,446,191
2044,,363,446,191
2045,,363,248,389
2046,,465,248,287
2047,,465,248,287
2048,,466,336,198
2049,,466,237,297
2050,,664,237,99
2051,,523,378,99
2052,,373,528,99
2053,,230,671,99
2054,,210,790,0
2055,,210,790,0
2056,,210,641,149
2057,,210,641,149
2058,,210,641,149
2059,,110,741,149
2060,,110,741,149
2061,,259,741,0
2062,,259,741,0
2063,,143,769,88
2064,,65,847,88
2065,,33,879,88
2066,,18,753,229
2067,,8,613,379
2068,,96,470,434
2069,,96,351,553
2070,,96,351,553
2071,,212,376,412
2072,,305,433,262
2073,,366,515,119
2074,,358,542,100
2075,,358,542,100
2076,,358,542,100
2077,,358,542,100
2078,,233,551,216
2079,,333,473,194
2080,,333,441,226
2081,,227,532,241
2082,,227,522,251
2083,,343,522,135
2084,,298,645,57
2085,,330,645,25
2086,,203,762,35
2087,,213,705,82
2088,,213,623,164
2089,,213,496,291
2090,,131,578,291
2091,,156,578,266
2092,,213,578,209
2093,,295,453,252
2094,,422,453,125
2095,,275,600,125
2096,,156,613,231
2097,,156,613,231
2098,,281,613,106
2099,,281,490,229
2100,,180,591,229
2101,,286,449,265
2102,,286,449,265
2103,,178,557,265
2104,,301,557,142
2105,,301,475,224
2106,,443,475,82
2107,,443,475,82
2108,,443,475,82
2109,,283,635,82
2110,,365,488,147
2111,,365,369,266
2112,,262,472,266
2113,,262,472,266
2114,,168,566,266
2115,,248,532,220
2116,,367,532,101
2117,,367,532,101
2118,,367,424,209
2119,,367,424,209
2120,,468,424,108
2121,,468,424,108
2122,,468,424,108
2123,,422,578,0
2124,,252,588,160
2125,,252,588,160
2126,,252,588,160
2127,,142,595,263
2128,,72,665,263
2129,,232,571,197
2130,,131,605,264
2131,,63,673,264
2132,,166,673,161
2133,,85,754,161
2134,,132,801,67
2135,,199,801,0
2136,,199,801,0
2137,,199,801,0
2138,,199,647,154
2139,,104,572,324
2140,,104,572,324
2141,,104,572,324
2142,,68,498,434
2143,,222,428,350
2144,,392,428,180
2145,,392,327,281
2146,,392,259,349
2147,,502,259,239
2148,,572,178,250
2149,,572,131,297
2150,,673,131,196
2151,,741,131,128
2152,,741,131,128
2153,,822,131,47
2154,,869,36,95
2155,,869,36,95
2156,,869,36,95
2157,,869,0,131
2158,,869,0,131
2159,,964,0,36
2160,,964,0,36
2161,,964,0,36
2162,,1000,0,0
